unix_ms,rss_kb,cpu_pct
1787234395867,2152336,100.0
1787234395929,2163456,99.3
1787234395990,2174128,99.3
1787234396053,2185360,100.0
1787234396116,2196752,100.0
1787234396179,2206944,99.1
1787234396239,2217840,99.1
1787234396302,2228576,99.9
1787234396366,2239104,99.9
1787234396428,2177248,100.0
1787234396484,2177520,100.0
1787234396545,2139776,100.0
1787234396609,2151152,100.0
1787234396672,2162576,100.0
1787234396735,2173520,100.0
1787234396795,2184544,99.2
1787234396853,2195392,99.2
1787234396916,2206912,100.0
1787234396978,2218336,100.0
1787234397042,2229776,100.0
1787234397099,2239920,100.0
1787234397162,2250992,100.0
1787234397225,2262624,100.0
1787234397288,2274592,98.6
1787234397342,2284816,98.6
1787234397397,2294976,98.6
1787234397460,2306288,100.0
1787234397521,2317344,100.0
1787234397585,2329008,100.0
1787234397648,2340592,100.0
1787234397703,2350736,100.0
1787234397757,2360464,100.0
1787234397820,2371888,98.2
1787234397882,2383104,98.2
1787234397945,2394144,99.6
1787234398008,2405648,99.6
1787234398073,2417504,100.0
1787234398136,2429296,100.0
1787234398197,2439856,100.0
1787234398260,2451440,100.0
1787234398326,2463248,98.9
1787234398389,2474208,98.9
1787234398452,2485968,100.0
1787234398516,2497552,100.0
1787234398571,2507728,99.2
1787234398631,2518944,99.2
1787234398697,2530672,99.3
1787234398759,2542192,99.3
1787234398820,2552864,99.4
1787234398883,2564128,99.4
1787234398947,2575776,99.9
1787234399010,2587104,99.9
1787234399067,2568704,100.0
1787234399124,2563552,100.0
1787234399183,2554832,100.0
1787234399245,2548288,100.0
1787234399314,2560080,100.0
1787234399374,2570976,100.0
1787234399436,2582272,100.0
1787234399504,2594496,100.0
1787234399562,2605232,98.5
1787234399620,2597264,98.5
1787234399685,2609456,100.0
1787234399740,2610160,100.0
1787234399801,2610224,98.7
1787234399856,2610272,98.7
1787234399919,2610368,98.7
1787234399982,2611472,100.0
1787234400040,2701440,100.0
1787234400101,2705536,99.2
1787234400164,2708016,99.2
1787234400228,2708704,100.0
1787234400292,2709264,100.0
1787234400355,2709808,99.7
1787234400418,2710864,99.7
1787234400482,2711728,99.8
1787234400540,2712208,99.8
1787234400604,2712560,98.4
1787234400667,2713120,98.4
1787234400727,2713568,100.0
1787234400780,2714992,100.0
1787234400842,2714992,88.9
1787234400906,2714992,88.9
1787234400971,2714992,55.5
1787234401058,2691168,34.7
